acRate,difficulty,frontendQuestionId,isFavor,paidOnly,title,titleSlug,topicTags,hasSolution,hasVideoSolution
63.70636136418608,Hard,37,FALSE,FALSE,Sudoku Solver,sudoku-solver,"['Array', 'Hash Table', 'Backtracking', 'Matrix']",TRUE,FALSE
58.163839917040924,Medium,38,FALSE,FALSE,Count and Say,count-and-say,['String'],TRUE,FALSE
74.17482928987673,Medium,39,FALSE,FALSE,Combination Sum,combination-sum,"['Array', 'Backtracking']",TRUE,TRUE
57.334587336001306,Medium,40,FALSE,FALSE,Combination Sum II,combination-sum-ii,"['Array', 'Backtracking']",TRUE,FALSE
40.79074752537147,Hard,41,FALSE,FALSE,First Missing Positive,first-missing-positive,"['Array', 'Hash Table']",TRUE,FALSE
64.54800550101851,Hard,42,FALSE,FALSE,Trapping Rain Water,trapping-rain-water,"['Array', 'Two Pointers', 'Dynamic Programming', 'Stack', 'Monotonic Stack']",TRUE,FALSE
41.99278377903678,Medium,43,FALSE,FALSE,Multiply Strings,multiply-strings,"['Math', 'String', 'Simulation']",TRUE,FALSE
29.521067360840892,Hard,44,FALSE,FALSE,Wildcard Matching,wildcard-matching,"['String', 'Dynamic Programming', 'Greedy', 'Recursion']",TRUE,FALSE
41.23835732745089,Medium,45,FALSE,FALSE,Jump Game II,jump-game-ii,"['Array', 'Dynamic Programming', 'Greedy']",TRUE,FALSE
80.32223826088229,Medium,46,FALSE,FALSE,Permutations,permutations,"['Array', 'Backtracking']",TRUE,FALSE
61.19496695115565,Medium,47,FALSE,FALSE,Permutations II,permutations-ii,"['Array', 'Backtracking', 'Sorting']",TRUE,FALSE
77.41395736655889,Medium,48,FALSE,FALSE,Rotate Image,rotate-image,"['Array', 'Math', 'Matrix']",TRUE,FALSE
70.5572662582935,Medium,49,FALSE,FALSE,Group Anagrams,group-anagrams,"['Array', 'Hash Table', 'String', 'Sorting']",TRUE,TRUE
36.68207784402375,Medium,50,FALSE,FALSE,"Pow(x, n)",powx-n,"['Math', 'Recursion']",TRUE,FALSE
72.03651046667065,Hard,51,FALSE,FALSE,N-Queens,n-queens,"['Array', 'Backtracking']",TRUE,FALSE
76.26205612975849,Hard,52,FALSE,FALSE,N-Queens II,n-queens-ii,['Backtracking'],TRUE,FALSE
51.856984162877914,Medium,53,FALSE,FALSE,Maximum Subarray,maximum-subarray,"['Array', 'Divide and Conquer', 'Dynamic Programming']",TRUE,TRUE
53.28543732754548,Medium,54,FALSE,FALSE,Spiral Matrix,spiral-matrix,"['Array', 'Matrix', 'Simulation']",TRUE,FALSE
39.208807028620676,Medium,55,FALSE,FALSE,Jump Game,jump-game,"['Array', 'Dynamic Programming', 'Greedy']",TRUE,FALSE
49.017818618218996,Medium,56,FALSE,FALSE,Merge Intervals,merge-intervals,"['Array', 'Sorting']",TRUE,TRUE
43.11610116029291,Medium,57,FALSE,FALSE,Insert Interval,insert-interval,['Array'],TRUE,FALSE
55.75914509337545,Easy,58,FALSE,FALSE,Length of Last Word,length-of-last-word,['String'],TRUE,FALSE
73.11256996271193,Medium,59,FALSE,FALSE,Spiral Matrix II,spiral-matrix-ii,"['Array', 'Matrix', 'Simulation']",TRUE,FALSE
49.39853883875239,Hard,60,FALSE,FALSE,Permutation Sequence,permutation-sequence,"['Math', 'Recursion']",TRUE,FALSE
39.58616466769273,Medium,61,FALSE,FALSE,Rotate List,rotate-list,"['Linked List', 'Two Pointers']",TRUE,FALSE
65.53006461580337,Medium,62,FALSE,FALSE,Unique Paths,unique-paths,"['Math', 'Dynamic Programming', 'Combinatorics']",TRUE,FALSE
42.8798137338955,Medium,63,FALSE,FALSE,Unique Paths II,unique-paths-ii,"['Array', 'Dynamic Programming', 'Matrix']",TRUE,FALSE
66.05915402258931,Medium,64,FALSE,FALSE,Minimum Path Sum,minimum-path-sum,"['Array', 'Dynamic Programming', 'Matrix']",TRUE,FALSE
21.254069053844923,Hard,65,FALSE,FALSE,Valid Number,valid-number,['String'],TRUE,FALSE
47.21795386110077,Easy,66,FALSE,FALSE,Plus One,plus-one,"['Array', 'Math']",TRUE,FALSE
55.35535152388873,Easy,67,FALSE,FALSE,Add Binary,add-binary,"['Math', 'String', 'Bit Manipulation', 'Simulation']",TRUE,FALSE
47.47001920612862,Hard,68,FALSE,FALSE,Text Justification,text-justification,"['Array', 'String', 'Simulation']",TRUE,FALSE
40.14846281542911,Easy,69,FALSE,FALSE,Sqrt(x),sqrtx,"['Math', 'Binary Search']",TRUE,TRUE
53.40586674556813,Easy,70,FALSE,FALSE,Climbing Stairs,climbing-stairs,"['Math', 'Dynamic Programming', 'Memoization']",TRUE,FALSE
47.03654259964322,Medium,71,FALSE,FALSE,Simplify Path,simplify-path,"['String', 'Stack']",TRUE,TRUE
58.37253922779719,Medium,72,FALSE,FALSE,Edit Distance,edit-distance,"['String', 'Dynamic Programming']",TRUE,FALSE
59.237687013872254,Medium,73,FALSE,FALSE,Set Matrix Zeroes,set-matrix-zeroes,"['Array', 'Hash Table', 'Matrix']",TRUE,FALSE
51.93615839678244,Medium,74,FALSE,FALSE,Search a 2D Matrix,search-a-2d-matrix,"['Array', 'Binary Search', 'Matrix']",TRUE,FALSE
66.62584948187974,Medium,75,FALSE,FALSE,Sort Colors,sort-colors,"['Array', 'Two Pointers', 'Sorting']",TRUE,FALSE
44.88927254672343,Hard,76,FALSE,FALSE,Minimum Window Substring,minimum-window-substring,"['Hash Table', 'String', 'Sliding Window']",TRUE,FALSE
72.48905682866528,Medium,77,FALSE,FALSE,Combinations,combinations,['Backtracking'],TRUE,FALSE
80.46166932893514,Medium,78,FALSE,FALSE,Subsets,subsets,"['Array', 'Backtracking', 'Bit Manipulation']",TRUE,TRUE
44.8280685348205,Medium,79,FALSE,FALSE,Word Search,word-search,"['Array', 'String', 'Backtracking', 'Depth-First Search', 'Matrix']",TRUE,FALSE
62.47353691493218,Medium,80,FALSE,FALSE,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,"['Array', 'Two Pointers']",TRUE,FALSE
38.67160389142475,Medium,81,FALSE,FALSE,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,"['Array', 'Binary Search']",TRUE,FALSE
49.453778952208424,Medium,82,FALSE,FALSE,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,"['Linked List', 'Two Pointers']",TRUE,FALSE
54.526305790167086,Easy,83,FALSE,FALSE,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,['Linked List'],TRUE,TRUE
46.827894581957295,Hard,84,FALSE,FALSE,Largest Rectangle in Histogram,largest-rectangle-in-histogram,"['Array', 'Stack', 'Monotonic Stack']",TRUE,TRUE
53.11206834635055,Hard,85,FALSE,FALSE,Maximal Rectangle,maximal-rectangle,"['Array', 'Dynamic Programming', 'Stack', 'Matrix', 'Monotonic Stack']",TRUE,FALSE
58.53383111010804,Medium,86,FALSE,FALSE,Partition List,partition-list,"['Linked List', 'Two Pointers']",TRUE,FALSE
41.82100960823774,Hard,87,FALSE,FALSE,Scramble String,scramble-string,"['String', 'Dynamic Programming']",TRUE,FALSE
52.48448426066158,Easy,88,FALSE,FALSE,Merge Sorted Array,merge-sorted-array,"['Array', 'Two Pointers', 'Sorting']",TRUE,TRUE
61.38800864241988,Medium,89,FALSE,FALSE,Gray Code,gray-code,"['Math', 'Backtracking', 'Bit Manipulation']",TRUE,FALSE
59.08220843912342,Medium,90,FALSE,FALSE,Subsets II,subsets-ii,"['Array', 'Backtracking', 'Bit Manipulation']",TRUE,FALSE
36.24152581776716,Medium,91,FALSE,FALSE,Decode Ways,decode-ways,"['String', 'Dynamic Programming']",TRUE,TRUE
49.26211551521298,Medium,92,FALSE,FALSE,Reverse Linked List II,reverse-linked-list-ii,['Linked List'],TRUE,TRUE
52.6022539191415,Medium,93,FALSE,FALSE,Restore IP Addresses,restore-ip-addresses,"['String', 'Backtracking']",TRUE,FALSE
78.20589737717746,Easy,94,FALSE,FALSE,Binary Tree Inorder Traversal,binary-tree-inorder-traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",TRUE,FALSE
59.960737412385825,Medium,95,FALSE,FALSE,Unique Binary Search Trees II,unique-binary-search-trees-ii,"['Dynamic Programming', 'Backtracking', 'Tree', 'Binary Search Tree', 'Binary Tree']",TRUE,FALSE
62.223596180654795,Medium,96,FALSE,FALSE,Unique Binary Search Trees,unique-binary-search-trees,"['Math', 'Dynamic Programming', 'Tree', 'Binary Search Tree', 'Binary Tree']",TRUE,FALSE
41.579849037848646,Medium,97,FALSE,FALSE,Interleaving String,interleaving-string,"['String', 'Dynamic Programming']",TRUE,FALSE
34.11056802559829,Medium,98,FALSE,FALSE,Validate Binary Search Tree,validate-binary-search-tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",TRUE,TRUE
55.70758076477843,Medium,99,FALSE,FALSE,Recover Binary Search Tree,recover-binary-search-tree,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']",TRUE,FALSE
64.63721997383307,Easy,100,FALSE,FALSE,Same Tree,same-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",TRUE,TRUE
58.84787078991024,Easy,101,FALSE,FALSE,Symmetric Tree,symmetric-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",TRUE,TRUE
70.08174453677458,Medium,102,FALSE,FALSE,Binary Tree Level Order Traversal,binary-tree-level-order-traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",TRUE,FALSE
61.23410984474313,Medium,103,FALSE,FALSE,Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,"['Tree', 'Breadth-First Search', 'Binary Tree']",TRUE,FALSE
76.88843143428716,Easy,104,FALSE,FALSE,Maximum Depth of Binary Tree,maximum-depth-of-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",TRUE,TRUE
66.35663492855096,Medium,105,FALSE,FALSE,Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",TRUE,FALSE
65.87913731814055,Medium,106,FALSE,FALSE,Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,"['Array', 'Hash Table', 'Divide and Conquer', 'Tree', 'Binary Tree']",TRUE,FALSE
65.56805089892934,Medium,107,FALSE,FALSE,Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,"['Tree', 'Breadth-First Search', 'Binary Tree']",TRUE,FALSE
73.73837506858537,Easy,108,FALSE,FALSE,Convert Sorted Array to Binary Search Tree,convert-sorted-array-to-binary-search-tree,"['Array', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",TRUE,TRUE
64.07128232055696,Medium,109,FALSE,FALSE,Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,"['Linked List', 'Divide and Conquer', 'Tree', 'Binary Search Tree', 'Binary Tree']",TRUE,TRUE
54.84580778050731,Easy,110,FALSE,FALSE,Balanced Binary Tree,balanced-binary-tree,"['Tree', 'Depth-First Search', 'Binary Tree']",TRUE,FALSE
50.22250152802686,Easy,111,FALSE,FALSE,Minimum Depth of Binary Tree,minimum-depth-of-binary-tree,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",TRUE,FALSE
52.585529755016516,Easy,112,FALSE,FALSE,Path Sum,path-sum,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",TRUE,FALSE
60.15894522241499,Medium,113,FALSE,FALSE,Path Sum II,path-sum-ii,"['Backtracking', 'Tree', 'Depth-First Search', 'Binary Tree']",TRUE,FALSE
67.95135671662553,Medium,114,FALSE,FALSE,Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,"['Linked List', 'Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",TRUE,FALSE
49.64461157136712,Hard,115,FALSE,FALSE,Distinct Subsequences,distinct-subsequences,"['String', 'Dynamic Programming']",TRUE,FALSE
65.05375516072644,Medium,116,FALSE,FALSE,Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",TRUE,FALSE
55.114076489344455,Medium,117,FALSE,FALSE,Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,"['Linked List', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']",TRUE,FALSE
76.62019793551134,Easy,118,FALSE,FALSE,Pascal's Triangle,pascals-triangle,"['Array', 'Dynamic Programming']",TRUE,TRUE
65.64332740247664,Easy,119,FALSE,FALSE,Pascal's Triangle II,pascals-triangle-ii,"['Array', 'Dynamic Programming']",TRUE,FALSE
58.81466283479497,Medium,120,FALSE,FALSE,Triangle,triangle,"['Array', 'Dynamic Programming']",TRUE,FALSE
54.917541416626605,Easy,121,FALSE,FALSE,Best Time to Buy and Sell Stock,best-time-to-buy-and-sell-stock,"['Array', 'Dynamic Programming']",TRUE,TRUE
69.08096981252993,Medium,122,FALSE,FALSE,Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,"['Array', 'Dynamic Programming', 'Greedy']",TRUE,TRUE
50.49674341834229,Hard,123,FALSE,FALSE,Best Time to Buy and Sell Stock III,best-time-to-buy-and-sell-stock-iii,"['Array', 'Dynamic Programming']",TRUE,FALSE
41.01705434340362,Hard,124,FALSE,FALSE,Binary Tree Maximum Path Sum,binary-tree-maximum-path-sum,"['Dynamic Programming', 'Tree', 'Depth-First Search', 'Binary Tree']",TRUE,FALSE
50.43772738389903,Easy,125,FALSE,FALSE,Valid Palindrome,valid-palindrome,"['Two Pointers', 'String']",TRUE,FALSE
27.128707140135987,Hard,126,FALSE,FALSE,Word Ladder II,word-ladder-ii,"['Hash Table', 'String', 'Backtracking', 'Breadth-First Search']",TRUE,FALSE
42.170272147323686,Hard,127,FALSE,FALSE,Word Ladder,word-ladder,"['Hash Table', 'String', 'Breadth-First Search']",TRUE,TRUE
47.13009989735594,Medium,128,FALSE,FALSE,Longest Consecutive Sequence,longest-consecutive-sequence,"['Array', 'Hash Table', 'Union Find']",TRUE,FALSE
68.13143482468416,Medium,129,FALSE,FALSE,Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,"['Tree', 'Depth-First Search', 'Binary Tree']",TRUE,FALSE
42.326444279887085,Medium,130,FALSE,FALSE,Surrounded Regions,surrounded-regions,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union Find', 'Matrix']",TRUE,FALSE
71.61107069454218,Medium,131,FALSE,FALSE,Palindrome Partitioning,palindrome-partitioning,"['String', 'Dynamic Programming', 'Backtracking']",TRUE,FALSE
34.983781488068374,Hard,132,FALSE,FALSE,Palindrome Partitioning II,palindrome-partitioning-ii,"['String', 'Dynamic Programming']",TRUE,FALSE
61.58938834133822,Medium,133,FALSE,FALSE,Clone Graph,clone-graph,"['Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Graph']",TRUE,FALSE
46.09316555148453,Medium,134,FALSE,FALSE,Gas Station,gas-station,"['Array', 'Greedy']",TRUE,FALSE
44.502524582756216,Hard,135,FALSE,FALSE,Candy,candy,"['Array', 'Greedy']",TRUE,FALSE
75.55385607802721,Easy,136,FALSE,FALSE,Single Number,single-number,"['Array', 'Bit Manipulation']",TRUE,FALSE
64.86222066956945,Medium,137,FALSE,FALSE,Single Number II,single-number-ii,"['Array', 'Bit Manipulation']",TRUE,FALSE
59.858387632279296,Medium,138,FALSE,FALSE,Copy List with Random Pointer,copy-list-with-random-pointer,"['Hash Table', 'Linked List']",TRUE,FALSE
48.01360441257331,Medium,139,FALSE,FALSE,Word Break,word-break,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Trie', 'Memoization']",TRUE,TRUE
53.1695277538508,Hard,140,FALSE,FALSE,Word Break II,word-break-ii,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Backtracking', 'Trie', 'Memoization']",TRUE,FALSE
52.170690714296505,Easy,141,FALSE,FALSE,Linked List Cycle,linked-list-cycle,"['Hash Table', 'Linked List', 'Two Pointers']",TRUE,TRUE
54.30016759480062,Medium,142,FALSE,FALSE,Linked List Cycle II,linked-list-cycle-ii,"['Hash Table', 'Linked List', 'Two Pointers']",TRUE,FALSE
61.89578500602961,Medium,143,FALSE,FALSE,Reorder List,reorder-list,"['Linked List', 'Two Pointers', 'Stack', 'Recursion']",TRUE,FALSE
72.61416965380624,Easy,144,FALSE,FALSE,Binary Tree Preorder Traversal,binary-tree-preorder-traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",TRUE,FALSE
75.17174123703069,Easy,145,FALSE,FALSE,Binary Tree Postorder Traversal,binary-tree-postorder-traversal,"['Stack', 'Tree', 'Depth-First Search', 'Binary Tree']",TRUE,FALSE
44.7034071213883,Medium,146,FALSE,FALSE,LRU Cache,lru-cache,"['Hash Table', 'Linked List', 'Design', 'Doubly-Linked List']",TRUE,FALSE
56.001725328273075,Medium,147,FALSE,FALSE,Insertion Sort List,insertion-sort-list,"['Linked List', 'Sorting']",TRUE,TRUE
61.171883322252306,Medium,148,FALSE,FALSE,Sort List,sort-list,"['Linked List', 'Two Pointers', 'Divide and Conquer', 'Sorting', 'Merge Sort']",TRUE,FALSE
28.603217601087582,Hard,149,FALSE,FALSE,Max Points on a Line,max-points-on-a-line,"['Array', 'Hash Table', 'Math', 'Geometry']",TRUE,FALSE
54.36149392828603,Medium,150,FALSE,FALSE,Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,"['Array', 'Math', 'Stack']",TRUE,FALSE
50.76627963532967,Medium,151,FALSE,FALSE,Reverse Words in a String,reverse-words-in-a-string,"['Two Pointers', 'String']",TRUE,FALSE
34.661621126663164,Medium,152,FALSE,FALSE,Maximum Product Subarray,maximum-product-subarray,"['Array', 'Dynamic Programming']",TRUE,FALSE
52.32178284315621,Medium,153,FALSE,FALSE,Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,"['Array', 'Binary Search']",TRUE,FALSE
44.03912973299012,Hard,154,FALSE,FALSE,Find Minimum in Rotated Sorted Array II,find-minimum-in-rotated-sorted-array-ii,"['Array', 'Binary Search']",TRUE,FALSE
56.100879422758545,Medium,155,FALSE,FALSE,Min Stack,min-stack,"['Stack', 'Design']",TRUE,FALSE
64.27365991428556,Medium,156,FALSE,TRUE,Binary Tree Upside Down,binary-tree-upside-down,"['Tree', 'Depth-First Search', 'Binary Tree']",FALSE,FALSE
42.13558441776017,Easy,157,FALSE,TRUE,Read N Characters Given Read4,read-n-characters-given-read4,"['Array', 'Simulation', 'Interactive']",TRUE,FALSE
42.792484346129584,Hard,158,FALSE,TRUE,Read N Characters Given read4 II - Call Multiple Times,read-n-characters-given-read4-ii-call-multiple-times,"['Array', 'Simulation', 'Interactive']",FALSE,FALSE
56.166546472829836,Medium,159,FALSE,TRUE,Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,"['Hash Table', 'String', 'Sliding Window']",TRUE,TRUE
60.54281906473524,Easy,160,FALSE,FALSE,Intersection of Two Linked Lists,intersection-of-two-linked-lists,"['Hash Table', 'Linked List', 'Two Pointers']",TRUE,TRUE
34.462399533226,Medium,161,FALSE,TRUE,One Edit Distance,one-edit-distance,"['Two Pointers', 'String']",TRUE,FALSE
46.396559377413055,Medium,162,FALSE,FALSE,Find Peak Element,find-peak-element,"['Array', 'Binary Search']",TRUE,TRUE
35.07924348265546,Easy,163,FALSE,TRUE,Missing Ranges,missing-ranges,['Array'],TRUE,FALSE
48.81446594023468,Medium,164,FALSE,FALSE,Maximum Gap,maximum-gap,"['Array', 'Sorting', 'Bucket Sort', 'Radix Sort']",TRUE,FALSE
42.07519055086168,Medium,165,FALSE,FALSE,Compare Version Numbers,compare-version-numbers,"['Two Pointers', 'String']",TRUE,FALSE
25.99917039660628,Medium,166,FALSE,FALSE,Fraction to Recurring Decimal,fraction-to-recurring-decimal,"['Hash Table', 'Math', 'String']",TRUE,FALSE
63.05176932826424,Medium,167,FALSE,FALSE,Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,"['Array', 'Two Pointers', 'Binary Search']",TRUE,FALSE
43.06426068203262,Easy,168,FALSE,FALSE,Excel Sheet Column Title,excel-sheet-column-title,"['Math', 'String']",TRUE,FALSE
65.56892143374714,Easy,169,FALSE,FALSE,Majority Element,majority-element,"['Array', 'Hash Table', 'Divide and Conquer', 'Sorting', 'Counting']",TRUE,FALSE
38.60033521325587,Easy,170,FALSE,TRUE,Two Sum III - Data structure design,two-sum-iii-data-structure-design,"['Array', 'Hash Table', 'Two Pointers', 'Design', 'Data Stream']",TRUE,FALSE
65.41758504708174,Easy,171,FALSE,FALSE,Excel Sheet Column Number,excel-sheet-column-number,"['Math', 'String']",TRUE,FALSE
44.57352967694449,Medium,172,FALSE,FALSE,Factorial Trailing Zeroes,factorial-trailing-zeroes,['Math'],TRUE,FALSE
74.47714020382705,Medium,173,FALSE,FALSE,Binary Search Tree Iterator,binary-search-tree-iterator,"['Stack', 'Tree', 'Design', 'Binary Search Tree', 'Binary Tree', 'Iterator']",TRUE,FALSE
39.23273823626422,Hard,174,FALSE,FALSE,Dungeon Game,dungeon-game,"['Array', 'Dynamic Programming', 'Matrix']",TRUE,FALSE
77.72856386610518,Easy,175,FALSE,FALSE,Combine Two Tables,combine-two-tables,['Database'],TRUE,FALSE
43.23549375846015,Medium,176,FALSE,FALSE,Second Highest Salary,second-highest-salary,['Database'],TRUE,FALSE
37.87709693858367,Medium,177,FALSE,FALSE,Nth Highest Salary,nth-highest-salary,['Database'],TRUE,FALSE
64.76711239521113,Medium,178,FALSE,FALSE,Rank Scores,rank-scores,['Database'],TRUE,FALSE
40.98636892858161,Medium,179,FALSE,FALSE,Largest Number,largest-number,"['Array', 'String', 'Greedy', 'Sorting']",TRUE,FALSE
45.63540555897164,Medium,180,FALSE,FALSE,Consecutive Numbers,consecutive-numbers,['Database'],TRUE,FALSE
71.20616161597785,Easy,181,FALSE,FALSE,Employees Earning More Than Their Managers,employees-earning-more-than-their-managers,['Database'],TRUE,FALSE
72.20110760250282,Easy,182,FALSE,FALSE,Duplicate Emails,duplicate-emails,['Database'],TRUE,FALSE
70.41864947195337,Easy,183,FALSE,FALSE,Customers Who Never Order,customers-who-never-order,['Database'],TRUE,FALSE
